IC_L_7: t= 0.10, L= 453.00, L_straight= 451.00, slack=  2.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.50, L= 453.00, L_straight= 452.01, slack=  0.99, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.60, L= 453.00, L_straight= 452.03, slack=  0.97, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.70, L= 453.00, L_straight= 452.06, slack=  0.94, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.80, L= 453.00, L_straight= 452.09, slack=  0.91, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.90, L= 453.00, L_straight= 452.11, slack=  0.89, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.00, L= 453.00, L_straight= 452.14, slack=  0.86, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.10, L= 453.00, L_straight= 452.16, slack=  0.84, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.20, L= 453.00, L_straight= 452.19, slack=  0.81, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.30, L= 453.00, L_straight= 452.22, slack=  0.78, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.40, L= 453.00, L_straight= 452.24, slack=  0.76, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.50, L= 453.00, L_straight= 452.27, slack=  0.73, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.60, L= 453.00, L_straight= 452.29, slack=  0.71, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.70, L= 453.00, L_straight= 452.32, slack=  0.68, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.80, L= 453.00, L_straight= 452.35, slack=  0.65, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.90, L= 453.00, L_straight= 452.37, slack=  0.63, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.00, L= 453.00, L_straight= 452.40, slack=  0.60, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.10, L= 453.00, L_straight= 452.42, slack=  0.58, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.20, L= 453.00, L_straight= 452.45, slack=  0.55, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.30, L= 453.00, L_straight= 452.48, slack=  0.52, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.40, L= 453.00, L_straight= 452.50, slack=  0.50, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.50, L= 453.00, L_straight= 452.53, slack=  0.47, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.60, L= 453.00, L_straight= 452.55, slack=  0.45, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.70, L= 453.00, L_straight= 452.58, slack=  0.42, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.80, L= 453.00, L_straight= 452.61, slack=  0.39, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.90, L= 453.00, L_straight= 452.63, slack=  0.37, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.00, L= 453.00, L_straight= 452.66, slack=  0.34, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.10, L= 453.00, L_straight= 452.68, slack=  0.32, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.20, L= 453.00, L_straight= 452.71, slack=  0.29, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.30, L= 453.00, L_straight= 452.74, slack=  0.26, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.40, L= 453.00, L_straight= 452.76, slack=  0.24, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.50, L= 453.00, L_straight= 452.79, slack=  0.21, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.60, L= 453.00, L_straight= 452.81, slack=  0.19, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.70, L= 453.00, L_straight= 452.84, slack=  0.16, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.80, L= 453.00, L_straight= 452.86, slack=  0.14, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.90, L= 453.00, L_straight= 452.89, slack=  0.11, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.00, L= 453.00, L_straight= 452.92, slack=  0.08, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.10, L= 453.00, L_straight= 452.94, slack=  0.06, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.20, L= 453.00, L_straight= 452.97, slack=  0.03, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.30, L= 453.00, L_straight= 452.99, slack=  0.01, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.40, L= 453.00, L_straight= 453.00, slack= -0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.50, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.60, L= 453.00, L_straight= 453.00, slack= -0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.70, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.80, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.90, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.00, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.10, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.20, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.30, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.40, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.50, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.60, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.70, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.80, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.90, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 10.00, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
[SCEN] t=10.10 scen=Fy crit=(t>10:-25) T_bat=1.65217993771577 y=-452.01 x=29.98 L=453.00
IC_L_7: t= 10.10, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 10.20, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.05, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.30, L= 453.00, L_straight= 453.00, slack=  0.00, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.10, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.40, L= 453.01, L_straight= 453.01, slack=  0.00, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.15, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.50, L= 453.03, L_straight= 453.03, slack=  0.00, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.20, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.60, L= 453.05, L_straight= 453.05, slack= -0.00, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.25, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.70, L= 453.07, L_straight= 453.05, slack=  0.02, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.30, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.80, L= 453.10, L_straight= 453.09, slack=  0.01, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.35, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.90, L= 453.14, L_straight= 453.14, slack=  0.00, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.40, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.00, L= 453.18, L_straight= 453.18, slack=  0.00, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.45, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.10, L= 453.22, L_straight= 453.22, slack=  0.00, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.20, L= 453.27, L_straight= 453.27, slack=  0.00, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.55, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.30, L= 453.33, L_straight= 453.33, slack=  0.00, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.59, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.40, L= 453.39, L_straight= 453.38, slack=  0.01, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.64, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.50, L= 453.45, L_straight= 453.43, slack=  0.03, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.67, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.60, L= 453.52, L_straight= 453.48, slack=  0.04, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.70, L= 453.59, L_straight= 453.53, slack=  0.06, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.73, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.80, L= 453.66, L_straight= 453.58, slack=  0.08, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.90, L= 453.74, L_straight= 453.63, slack=  0.11, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.78, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.00, L= 453.82, L_straight= 453.68, slack=  0.14, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.81, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.10, L= 453.90, L_straight= 453.73, slack=  0.17, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.83, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.20, L= 453.98, L_straight= 453.78, slack=  0.20, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.84, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.30, L= 454.07, L_straight= 453.83, slack=  0.23, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.86, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.40, L= 454.15, L_straight= 453.88, slack=  0.27, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.87, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.50, L= 454.24, L_straight= 453.94, slack=  0.30, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.89, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.60, L= 454.33, L_straight= 453.99, slack=  0.34, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.90, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.70, L= 454.42, L_straight= 454.04, slack=  0.38, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.91, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.80, L= 454.51, L_straight= 454.09, slack=  0.42, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.92, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.90, L= 454.60, L_straight= 454.14, slack=  0.46, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.92, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 13.00, L= 454.69, L_straight= 454.19, slack=  0.50, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.93, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 13.10, L= 454.79, L_straight= 454.24, slack=  0.54, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.94, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 13.20, L= 454.88, L_straight= 454.29, slack=  0.59, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.95, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 13.30, L= 454.97, L_straight= 454.34, slack=  0.63, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.95, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 13.40, L= 455.07, L_straight= 454.39, slack=  0.68, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.96, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 13.50, L= 455.16, L_straight= 454.44, slack=  0.72, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.96, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 13.60, L= 455.26, L_straight= 454.50, slack=  0.77, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.96, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 13.70, L= 455.36, L_straight= 454.55, slack=  0.81, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.97, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 13.80, L= 455.45, L_straight= 454.60, slack=  0.86, T_bat= 1.65, Fy_cmd=-25.00, desired=  1.00, ret=  0.97, exp=PILOT_DESC_ADD_SLACK_ACC
