IC_L_7: t= 0.10, L= 403.00, L_straight= 401.12, slack=  1.88, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.60, L= 403.00, L_straight= 401.38, slack=  1.62, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.70, L= 403.00, L_straight= 401.40, slack=  1.60, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.80, L= 403.00, L_straight= 401.43, slack=  1.57, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.90, L= 403.00, L_straight= 401.45, slack=  1.55, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.00, L= 403.00, L_straight= 401.48, slack=  1.52, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.10, L= 403.00, L_straight= 401.50, slack=  1.50, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.20, L= 403.00, L_straight= 401.53, slack=  1.47, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.30, L= 403.00, L_straight= 401.55, slack=  1.45, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.40, L= 403.00, L_straight= 401.58, slack=  1.42, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.50, L= 403.00, L_straight= 401.61, slack=  1.39, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.60, L= 403.00, L_straight= 401.63, slack=  1.37, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.70, L= 403.00, L_straight= 401.66, slack=  1.34, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.80, L= 403.00, L_straight= 401.68, slack=  1.32, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.90, L= 403.00, L_straight= 401.71, slack=  1.29, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.00, L= 403.00, L_straight= 401.73, slack=  1.27, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.10, L= 403.00, L_straight= 401.76, slack=  1.24, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.20, L= 403.00, L_straight= 401.78, slack=  1.22, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.30, L= 403.00, L_straight= 401.81, slack=  1.19, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.40, L= 403.00, L_straight= 401.84, slack=  1.16, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.50, L= 403.00, L_straight= 401.86, slack=  1.14, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.60, L= 403.00, L_straight= 401.89, slack=  1.11, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.70, L= 403.00, L_straight= 401.91, slack=  1.09, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.80, L= 403.00, L_straight= 401.94, slack=  1.06, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.90, L= 403.00, L_straight= 401.96, slack=  1.04, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.00, L= 403.00, L_straight= 401.99, slack=  1.01, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.10, L= 403.00, L_straight= 402.01, slack=  0.99, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.20, L= 403.00, L_straight= 402.04, slack=  0.96, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.30, L= 403.00, L_straight= 402.07, slack=  0.93, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.40, L= 403.00, L_straight= 402.09, slack=  0.91, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.50, L= 403.00, L_straight= 402.12, slack=  0.88, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.60, L= 403.00, L_straight= 402.14, slack=  0.86, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.70, L= 403.00, L_straight= 402.17, slack=  0.83, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.80, L= 403.00, L_straight= 402.19, slack=  0.81, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.90, L= 403.00, L_straight= 402.22, slack=  0.78, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.00, L= 403.00, L_straight= 402.24, slack=  0.76, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
[SCEN] t=5.10 scen=Fy crit=(t>5:-5) T_bat=0.008337781180859672 y=-401.15 x=29.99 L=403.00
IC_L_7: t= 5.10, L= 403.00, L_straight= 402.27, slack=  0.73, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.20, L= 403.00, L_straight= 402.30, slack=  0.70, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.10, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 5.30, L= 403.01, L_straight= 402.32, slack=  0.69, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.19, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 5.40, L= 403.03, L_straight= 402.35, slack=  0.68, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.27, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 5.50, L= 403.06, L_straight= 402.38, slack=  0.67, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.34, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 5.60, L= 403.09, L_straight= 402.41, slack=  0.68, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 5.70, L= 403.13, L_straight= 402.44, slack=  0.69, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.47, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 5.80, L= 403.18, L_straight= 402.47, slack=  0.70, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.52, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 5.90, L= 403.23, L_straight= 402.51, slack=  0.72, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.57, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.00, L= 403.29, L_straight= 402.54, slack=  0.75, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.61, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.10, L= 403.35, L_straight= 402.57, slack=  0.78, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.65, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.20, L= 403.41, L_straight= 402.60, slack=  0.81, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.30, L= 403.48, L_straight= 402.63, slack=  0.85, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.72, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.40, L= 403.55, L_straight= 402.67, slack=  0.89, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.75, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.50, L= 403.63, L_straight= 402.70, slack=  0.93, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.77, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.60, L= 403.71, L_straight= 402.73, slack=  0.98, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.79, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.70, L= 403.79, L_straight= 402.76, slack=  1.02, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.81, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.80, L= 403.87, L_straight= 402.79, slack=  1.07, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.83, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.90, L= 403.95, L_straight= 402.83, slack=  1.12, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.85, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.00, L= 404.04, L_straight= 402.86, slack=  1.18, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.86, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.10, L= 404.12, L_straight= 402.89, slack=  1.23, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.88, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.20, L= 404.21, L_straight= 402.92, slack=  1.29, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.89, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.30, L= 404.30, L_straight= 402.95, slack=  1.34, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.90, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.40, L= 404.39, L_straight= 402.99, slack=  1.40, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.91, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.50, L= 404.48, L_straight= 403.02, slack=  1.46, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.92, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.60, L= 404.57, L_straight= 403.05, slack=  1.52, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.93, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.70, L= 404.66, L_straight= 403.08, slack=  1.58, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.94, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.80, L= 404.76, L_straight= 403.12, slack=  1.64, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.94, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.90, L= 404.85, L_straight= 403.15, slack=  1.70, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.95, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 8.00, L= 404.95, L_straight= 403.18, slack=  1.77, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.95, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 8.10, L= 405.04, L_straight= 403.21, slack=  1.83, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.96, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 8.20, L= 405.14, L_straight= 403.24, slack=  1.89, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.96, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 8.30, L= 405.23, L_straight= 403.28, slack=  1.96, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.97, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 8.40, L= 405.33, L_straight= 403.31, slack=  2.02, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.97, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 8.50, L= 405.43, L_straight= 403.34, slack=  2.09, T_bat= 18.96, T_rov= 0.74, Fy_cmd= -5.00, desired=  1.00, ret=  0.97, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 8.60, L= 405.53, L_straight= 403.37, slack=  2.15, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.97, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 8.70, L= 405.62, L_straight= 403.41, slack=  2.22, T_bat= 18.79, T_rov= 0.74, Fy_cmd= -5.00, desired=  1.00, ret=  0.98, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 8.80, L= 405.72, L_straight= 403.44, slack=  2.28, T_bat= 0.07, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.98, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 8.90, L= 405.82, L_straight= 403.47, slack=  2.35, T_bat= 18.65, T_rov= 0.74, Fy_cmd= -5.00, desired=  1.00, ret=  0.98, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 9.00, L= 405.92, L_straight= 403.50, slack=  2.41, T_bat= 0.14, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.98, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 9.10, L= 406.01, L_straight= 403.53, slack=  2.48, T_bat= 18.53, T_rov= 0.74, Fy_cmd= -5.00, desired=  1.00, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 9.20, L= 406.11, L_straight= 403.57, slack=  2.55, T_bat= 0.24, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 9.30, L= 406.21, L_straight= 403.60, slack=  2.61, T_bat= 18.43, T_rov= 0.74, Fy_cmd= -5.00, desired=  1.00, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 9.40, L= 406.31, L_straight= 403.63, slack=  2.68, T_bat= 0.33, T_rov= 0.26, Fy_cmd= -5.00, desired=  1.00, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 9.50, L= 406.41, L_straight= 403.66, slack=  2.75, T_bat= 18.32, T_rov= 0.74, Fy_cmd= -5.00, desired=  0.99, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 9.60, L= 406.51, L_straight= 403.69, slack=  2.82, T_bat= 0.44, T_rov= 0.26, Fy_cmd= -5.00, desired=  0.98, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 9.70, L= 406.61, L_straight= 403.73, slack=  2.88, T_bat= 18.22, T_rov= 0.74, Fy_cmd= -5.00, desired=  0.97, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 9.80, L= 406.71, L_straight= 403.76, slack=  2.95, T_bat= 0.54, T_rov= 0.26, Fy_cmd= -5.00, desired=  0.96, ret=  0.98, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 9.90, L= 406.80, L_straight= 403.79, slack=  3.02, T_bat= 18.12, T_rov= 0.74, Fy_cmd= -5.00, desired=  0.95, ret=  0.98, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.00, L= 406.90, L_straight= 403.82, slack=  3.08, T_bat= 0.65, T_rov= 0.26, Fy_cmd= -5.00, desired=  0.94, ret=  0.98, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.10, L= 407.00, L_straight= 403.85, slack=  3.15, T_bat= 18.03, T_rov= 0.74, Fy_cmd= -5.00, desired=  0.93, ret=  0.97, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.20, L= 407.10, L_straight= 403.88, slack=  3.21, T_bat= 0.75, T_rov= 0.26, Fy_cmd= -5.00, desired=  0.92, ret=  0.97, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.30, L= 407.19, L_straight= 403.92, slack=  3.28, T_bat= 17.93, T_rov= 0.74, Fy_cmd= -5.00, desired=  0.91, ret=  0.96, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.40, L= 407.29, L_straight= 403.95, slack=  3.34, T_bat= 0.86, T_rov= 0.26, Fy_cmd= -5.00, desired=  0.90, ret=  0.96, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.50, L= 407.39, L_straight= 403.98, slack=  3.41, T_bat= 17.83, T_rov= 0.74, Fy_cmd= -5.00, desired=  0.89, ret=  0.95, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.60, L= 407.48, L_straight= 404.01, slack=  3.47, T_bat= 0.96, T_rov= 0.26, Fy_cmd= -5.00, desired=  0.88, ret=  0.94, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.70, L= 407.58, L_straight= 404.04, slack=  3.53, T_bat= 17.73, T_rov= 0.74, Fy_cmd= -5.00, desired=  0.88, ret=  0.94, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.80, L= 407.67, L_straight= 404.08, slack=  3.59, T_bat= 1.07, T_rov= 0.26, Fy_cmd= -5.00, desired=  0.87, ret=  0.93, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.90, L= 407.76, L_straight= 404.11, slack=  3.65, T_bat= 17.63, T_rov= 0.74, Fy_cmd= -5.00, desired=  0.86, ret=  0.92, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.00, L= 407.85, L_straight= 404.14, slack=  3.71, T_bat= 1.17, T_rov= 0.26, Fy_cmd= -5.00, desired=  0.85, ret=  0.92, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.10, L= 407.95, L_straight= 404.17, slack=  3.77, T_bat= 17.54, T_rov= 0.74, Fy_cmd= -5.00, desired=  0.84, ret=  0.91, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.20, L= 408.04, L_straight= 404.20, slack=  3.83, T_bat= 1.28, T_rov= 0.26, Fy_cmd= -5.00, desired=  0.83, ret=  0.90, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.30, L= 408.13, L_straight= 404.24, slack=  3.89, T_bat= 17.44, T_rov= 0.74, Fy_cmd= -5.00, desired=  0.82, ret=  0.89, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.40, L= 408.22, L_straight= 404.27, slack=  3.95, T_bat= 1.39, T_rov= 0.26, Fy_cmd= -5.00, desired=  0.81, ret=  0.88, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.50, L= 408.30, L_straight= 404.30, slack=  4.00, T_bat= 17.34, T_rov= 0.74, Fy_cmd= -5.00, desired=  0.82, ret=  0.88, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.60, L= 408.39, L_straight= 404.33, slack=  4.06, T_bat= 1.49, T_rov= 0.26, Fy_cmd= -5.00, desired=  0.80, ret=  0.87, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.70, L= 408.48, L_straight= 404.36, slack=  4.12, T_bat= 5.43, T_rov= 0.38, Fy_cmd= -5.00, desired=  0.79, ret=  0.86, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.80, L= 408.57, L_straight= 404.40, slack=  4.17, T_bat= 7.42, T_rov= 0.44, Fy_cmd= -5.00, desired=  0.78, ret=  0.85, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 11.90, L= 408.65, L_straight= 404.43, slack=  4.22, T_bat= 8.43, T_rov= 0.47, Fy_cmd= -5.00, desired=  0.77, ret=  0.85, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.00, L= 408.74, L_straight= 404.46, slack=  4.28, T_bat= 8.93, T_rov= 0.48, Fy_cmd= -5.00, desired=  0.77, ret=  0.84, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.10, L= 408.82, L_straight= 404.49, slack=  4.33, T_bat= 9.18, T_rov= 0.49, Fy_cmd= -5.00, desired=  0.76, ret=  0.83, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.20, L= 408.90, L_straight= 404.52, slack=  4.38, T_bat= 9.31, T_rov= 0.50, Fy_cmd= -5.00, desired=  0.75, ret=  0.82, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.30, L= 408.98, L_straight= 404.56, slack=  4.43, T_bat= 9.37, T_rov= 0.50, Fy_cmd= -5.00, desired=  0.74, ret=  0.81, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 12.40, L= 409.07, L_straight= 404.59, slack=  4.48, T_bat= 9.39, T_rov= 0.50, Fy_cmd= -5.00, desired=  0.74, ret=  0.81, exp=PILOT_DESC_ADD_SLACK_ACC
