IC_L_7: t= 0.10, L= 403.00, L_straight= 401.12, slack=  1.88, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.60, L= 403.00, L_straight= 401.38, slack=  1.62, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.70, L= 403.00, L_straight= 401.40, slack=  1.60, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.80, L= 403.00, L_straight= 401.43, slack=  1.57, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.90, L= 403.00, L_straight= 401.45, slack=  1.55, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.00, L= 403.00, L_straight= 401.48, slack=  1.52, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.10, L= 403.00, L_straight= 401.50, slack=  1.50, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.20, L= 403.00, L_straight= 401.53, slack=  1.47, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.30, L= 403.00, L_straight= 401.55, slack=  1.45, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.40, L= 403.00, L_straight= 401.58, slack=  1.42, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.50, L= 403.00, L_straight= 401.61, slack=  1.39, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.60, L= 403.00, L_straight= 401.63, slack=  1.37, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.70, L= 403.00, L_straight= 401.66, slack=  1.34, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.80, L= 403.00, L_straight= 401.68, slack=  1.32, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.90, L= 403.00, L_straight= 401.71, slack=  1.29, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.00, L= 403.00, L_straight= 401.73, slack=  1.27, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.10, L= 403.00, L_straight= 401.76, slack=  1.24, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.20, L= 403.00, L_straight= 401.78, slack=  1.22, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.30, L= 403.00, L_straight= 401.81, slack=  1.19, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.40, L= 403.00, L_straight= 401.84, slack=  1.16, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.50, L= 403.00, L_straight= 401.86, slack=  1.14, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.60, L= 403.00, L_straight= 401.89, slack=  1.11, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.70, L= 403.00, L_straight= 401.91, slack=  1.09, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.80, L= 403.00, L_straight= 401.94, slack=  1.06, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.90, L= 403.00, L_straight= 401.96, slack=  1.04, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.00, L= 403.00, L_straight= 401.99, slack=  1.01, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.10, L= 403.00, L_straight= 402.01, slack=  0.99, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.20, L= 403.00, L_straight= 402.04, slack=  0.96, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.30, L= 403.00, L_straight= 402.07, slack=  0.93, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.40, L= 403.00, L_straight= 402.09, slack=  0.91, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.50, L= 403.00, L_straight= 402.12, slack=  0.88, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.60, L= 403.00, L_straight= 402.14, slack=  0.86, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.70, L= 403.00, L_straight= 402.17, slack=  0.83, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.80, L= 403.00, L_straight= 402.19, slack=  0.81, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.90, L= 403.00, L_straight= 402.22, slack=  0.78, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.00, L= 403.00, L_straight= 402.24, slack=  0.76, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
[SCEN] t=5.10 scen=Fy crit=(t>5:-2) T_bat=0.008337781180859672 y=-401.15 x=29.99 L=403.00
IC_L_7: t= 5.10, L= 403.00, L_straight= 402.27, slack=  0.73, T_bat= 0.01, T_rov= 0.26, Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.20, L= 403.00, L_straight= 402.30, slack=  0.70, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.29, ret=  0.03, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 5.30, L= 403.00, L_straight= 402.32, slack=  0.68, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.50, ret=  0.08, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 5.40, L= 403.01, L_straight= 402.35, slack=  0.66, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.65, ret=  0.13, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 5.50, L= 403.02, L_straight= 402.38, slack=  0.65, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.76, ret=  0.20, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 5.60, L= 403.04, L_straight= 402.40, slack=  0.64, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.83, ret=  0.26, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 5.70, L= 403.07, L_straight= 402.43, slack=  0.64, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.88, ret=  0.32, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 5.80, L= 403.10, L_straight= 402.46, slack=  0.64, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.92, ret=  0.38, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 5.90, L= 403.14, L_straight= 402.49, slack=  0.65, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.94, ret=  0.44, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.00, L= 403.18, L_straight= 402.52, slack=  0.67, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.96, ret=  0.49, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.10, L= 403.23, L_straight= 402.54, slack=  0.69, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.97, ret=  0.54, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.20, L= 403.29, L_straight= 402.57, slack=  0.71, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.97, ret=  0.58, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.30, L= 403.34, L_straight= 402.60, slack=  0.74, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.97, ret=  0.62, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.40, L= 403.41, L_straight= 402.63, slack=  0.78, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.96, ret=  0.65, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.50, L= 403.47, L_straight= 402.66, slack=  0.81, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.94, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.60, L= 403.54, L_straight= 402.69, slack=  0.85, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.93, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.70, L= 403.61, L_straight= 402.71, slack=  0.90, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.91, ret=  0.73, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.80, L= 403.68, L_straight= 402.74, slack=  0.94, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.89, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 6.90, L= 403.76, L_straight= 402.77, slack=  0.99, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.87, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.00, L= 403.83, L_straight= 402.80, slack=  1.03, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.84, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.10, L= 403.91, L_straight= 402.83, slack=  1.08, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.82, ret=  0.77, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.20, L= 403.99, L_straight= 402.86, slack=  1.13, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.79, ret=  0.77, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.30, L= 404.06, L_straight= 402.88, slack=  1.18, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.76, ret=  0.77, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.40, L= 404.14, L_straight= 402.91, slack=  1.23, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.73, ret=  0.77, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.50, L= 404.22, L_straight= 402.94, slack=  1.28, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.71, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.60, L= 404.29, L_straight= 402.97, slack=  1.32, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.68, ret=  0.75, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.70, L= 404.37, L_straight= 403.00, slack=  1.37, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.65, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.80, L= 404.44, L_straight= 403.03, slack=  1.42, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.62, ret=  0.73, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 7.90, L= 404.52, L_straight= 403.06, slack=  1.46, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.59, ret=  0.72, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 8.00, L= 404.59, L_straight= 403.08, slack=  1.50, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.57, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 8.10, L= 404.66, L_straight= 403.11, slack=  1.55, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.54, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 8.20, L= 404.73, L_straight= 403.14, slack=  1.59, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.52, ret=  0.67, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 8.30, L= 404.79, L_straight= 403.17, slack=  1.62, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.49, ret=  0.65, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 8.40, L= 404.86, L_straight= 403.20, slack=  1.66, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.47, ret=  0.63, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 8.50, L= 404.92, L_straight= 403.23, slack=  1.70, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.45, ret=  0.61, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 8.60, L= 404.98, L_straight= 403.25, slack=  1.73, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.43, ret=  0.60, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 8.70, L= 405.04, L_straight= 403.28, slack=  1.76, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.42, ret=  0.58, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 8.80, L= 405.10, L_straight= 403.31, slack=  1.79, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.41, ret=  0.56, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 8.90, L= 405.16, L_straight= 403.34, slack=  1.82, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.41, ret=  0.55, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 9.00, L= 405.21, L_straight= 403.37, slack=  1.84, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.40, ret=  0.53, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 9.10, L= 405.26, L_straight= 403.40, slack=  1.87, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.40, ret=  0.52, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 9.20, L= 405.32, L_straight= 403.42, slack=  1.89, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.40, ret=  0.51, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 9.30, L= 405.37, L_straight= 403.45, slack=  1.91, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.40, ret=  0.50, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 9.40, L= 405.42, L_straight= 403.48, slack=  1.93, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.40, ret=  0.49, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 9.50, L= 405.46, L_straight= 403.51, slack=  1.95, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.40, ret=  0.48, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 9.60, L= 405.51, L_straight= 403.54, slack=  1.97, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.40, ret=  0.47, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 9.70, L= 405.56, L_straight= 403.57, slack=  1.99, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.40, ret=  0.46, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 9.80, L= 405.60, L_straight= 403.60, slack=  2.01, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.39, ret=  0.45, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 9.90, L= 405.65, L_straight= 403.62, slack=  2.03, T_bat= 0.01, T_rov= 0.26, Fy_cmd= -2.00, desired=  0.39, ret=  0.45, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 10.00, L= 405.70, L_straight= 403.65, slack=  2.04, T_bat= 1.24, T_rov= 0.49, Fy_cmd= -2.00, desired=  0.39, ret=  0.44, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 10.10, L= 405.74, L_straight= 403.68, slack=  2.06, T_bat= 1.86, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.39, ret=  0.44, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 10.20, L= 405.78, L_straight= 403.71, slack=  2.07, T_bat= 2.79, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.39, ret=  0.43, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 10.30, L= 405.83, L_straight= 403.74, slack=  2.09, T_bat= 4.19, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.39, ret=  0.43, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 10.40, L= 405.87, L_straight= 403.77, slack=  2.10, T_bat= 6.29, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.40, ret=  0.43, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 10.50, L= 405.91, L_straight= 403.79, slack=  2.12, T_bat= 7.48, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.40, ret=  0.42, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 10.60, L= 405.95, L_straight= 403.82, slack=  2.13, T_bat= 6.29, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.40, ret=  0.42, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 10.70, L= 406.00, L_straight= 403.85, slack=  2.15, T_bat= 7.33, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.41, ret=  0.42, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 10.80, L= 406.04, L_straight= 403.88, slack=  2.16, T_bat= 6.41, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.41, ret=  0.42, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 10.90, L= 406.08, L_straight= 403.91, slack=  2.17, T_bat= 7.27, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.41, ret=  0.42, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.00, L= 406.12, L_straight= 403.93, slack=  2.19, T_bat= 6.37, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.41, ret=  0.42, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.10, L= 406.16, L_straight= 403.96, slack=  2.20, T_bat= 7.45, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.41, ret=  0.42, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.20, L= 406.21, L_straight= 403.99, slack=  2.22, T_bat= 6.21, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.41, ret=  0.42, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.30, L= 406.25, L_straight= 404.02, slack=  2.23, T_bat= 7.24, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.41, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.40, L= 406.29, L_straight= 404.05, slack=  2.24, T_bat= 6.38, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.41, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.50, L= 406.33, L_straight= 404.08, slack=  2.26, T_bat= 7.23, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.41, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.60, L= 406.37, L_straight= 404.10, slack=  2.27, T_bat= 6.41, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.41, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.70, L= 406.41, L_straight= 404.13, slack=  2.28, T_bat= 7.29, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.41, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.80, L= 406.45, L_straight= 404.16, slack=  2.30, T_bat= 6.34, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.41, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 11.90, L= 406.50, L_straight= 404.19, slack=  2.31, T_bat= 7.20, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.41, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 12.00, L= 406.54, L_straight= 404.22, slack=  2.32, T_bat= 6.32, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.41, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 12.10, L= 406.58, L_straight= 404.24, slack=  2.33, T_bat= 7.35, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.41, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
IC_L_7: t= 12.20, L= 406.62, L_straight= 404.27, slack=  2.35, T_bat= 6.29, T_rov= 0.50, Fy_cmd= -2.00, desired=  0.41, ret=  0.41, exp=PILOT_DESC_ADD_SLACK_MINPAY_ACC
