IC_L_7: t= 0.10, L= 500.00, L_straight= 500.00, slack=  0.00, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -0.10), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.80, L= 500.00, L_straight= 499.67, slack=  0.33, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -6.91), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 1.90, L= 500.00, L_straight= 499.65, slack=  0.35, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.01), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.00, L= 500.00, L_straight= 499.62, slack=  0.38, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.09), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.10, L= 500.00, L_straight= 499.60, slack=  0.40, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.15), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.20, L= 500.00, L_straight= 499.57, slack=  0.43, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.20), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.30, L= 500.00, L_straight= 499.54, slack=  0.46, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.24), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.40, L= 500.00, L_straight= 499.52, slack=  0.48, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.28), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.50, L= 500.00, L_straight= 499.49, slack=  0.51, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.30), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.60, L= 500.00, L_straight= 499.46, slack=  0.54, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.32), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.70, L= 500.00, L_straight= 499.44, slack=  0.56, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.34), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.80, L= 500.00, L_straight= 499.41, slack=  0.59, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.35), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 2.90, L= 500.00, L_straight= 499.38, slack=  0.62, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.36), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.00, L= 500.00, L_straight= 499.36, slack=  0.64, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.37), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.10, L= 500.00, L_straight= 499.33, slack=  0.67, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.20, L= 500.00, L_straight= 499.30, slack=  0.70, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.30, L= 500.00, L_straight= 499.28, slack=  0.72, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.40, L= 500.00, L_straight= 499.25, slack=  0.75, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.50, L= 500.00, L_straight= 499.22, slack=  0.78, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.39), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.60, L= 500.00, L_straight= 499.19, slack=  0.81, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.70, L= 500.00, L_straight= 499.17, slack=  0.83, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.80, L= 500.00, L_straight= 499.14, slack=  0.86, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 3.90, L= 500.00, L_straight= 499.11, slack=  0.89, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.00, L= 500.00, L_straight= 499.09, slack=  0.91, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.10, L= 500.00, L_straight= 499.06, slack=  0.94, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.20, L= 500.00, L_straight= 499.03, slack=  0.97, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.30, L= 500.00, L_straight= 499.01, slack=  0.99, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.40, L= 500.00, L_straight= 498.98, slack=  1.02, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.50, L= 500.00, L_straight= 498.95, slack=  1.05, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.60, L= 500.00, L_straight= 498.93, slack=  1.07, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.70, L= 500.00, L_straight= 498.90, slack=  1.10, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.80, L= 500.00, L_straight= 498.87, slack=  1.13, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 4.90, L= 500.00, L_straight= 498.85, slack=  1.15, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.00, L= 500.00, L_straight= 498.82, slack=  1.18, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.10, L= 500.00, L_straight= 498.79, slack=  1.21, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.20, L= 500.00, L_straight= 498.77, slack=  1.23, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.30, L= 500.00, L_straight= 498.74, slack=  1.26, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.40, L= 500.00, L_straight= 498.71, slack=  1.29, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.50, L= 500.00, L_straight= 498.69, slack=  1.31, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.60, L= 500.00, L_straight= 498.66, slack=  1.34, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.70, L= 500.00, L_straight= 498.63, slack=  1.37, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.80, L= 500.00, L_straight= 498.61, slack=  1.39, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 5.90, L= 500.00, L_straight= 498.58, slack=  1.42, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.00, L= 500.00, L_straight= 498.55, slack=  1.45, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.10, L= 500.00, L_straight= 498.52, slack=  1.48, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.20, L= 500.00, L_straight= 498.50, slack=  1.50, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.30, L= 500.00, L_straight= 498.47, slack=  1.53, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.40, L= 500.00, L_straight= 498.44, slack=  1.56, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.50, L= 500.00, L_straight= 498.42, slack=  1.58, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.60, L= 500.00, L_straight= 498.39, slack=  1.61, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.70, L= 500.00, L_straight= 498.36, slack=  1.64, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.80, L= 500.00, L_straight= 498.34, slack=  1.66, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 6.90, L= 500.00, L_straight= 498.31, slack=  1.69, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.00, L= 500.00, L_straight= 498.28, slack=  1.72, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.10, L= 500.00, L_straight= 498.26, slack=  1.74, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.20, L= 500.00, L_straight= 498.23, slack=  1.77, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.30, L= 500.00, L_straight= 498.20, slack=  1.80, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.40, L= 500.00, L_straight= 498.18, slack=  1.82, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.50, L= 500.00, L_straight= 498.15, slack=  1.85, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.60, L= 500.00, L_straight= 498.12, slack=  1.88, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.70, L= 500.00, L_straight= 498.10, slack=  1.90, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.80, L= 500.00, L_straight= 498.07, slack=  1.93, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 7.90, L= 500.00, L_straight= 498.04, slack=  1.96, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.00, L= 500.00, L_straight= 498.02, slack=  1.98, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.10, L= 500.00, L_straight= 497.99, slack=  2.01, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.20, L= 500.00, L_straight= 497.96, slack=  2.04, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.30, L= 500.00, L_straight= 497.93, slack=  2.07, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.40, L= 500.00, L_straight= 497.91, slack=  2.09, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.50, L= 500.00, L_straight= 497.88, slack=  2.12, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.60, L= 500.00, L_straight= 497.85, slack=  2.15, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.70, L= 500.00, L_straight= 497.83, slack=  2.17, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.80, L= 500.00, L_straight= 497.80, slack=  2.20, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 8.90, L= 500.00, L_straight= 497.77, slack=  2.23, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 9.00, L= 500.00, L_straight= 497.75, slack=  2.25, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00, -7.40), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
